Code,Name,Year,Month,Day,Rate 1 (For USD),Rate 2 (For SOM)
SOM       ,KYRGYZ SOM                    ,2021,12,20,84.7994,1
SOM       ,Kyrgyz Soms                   ,2021,12,20,84.7994,1
RR        ,RUSSIAN RUBLES                ,2021,12,20,74.111,0.873956655
USD       ,UNITED STATES DOLLAR          ,2021,12,20,1,0.011792536
USD       ,United States Dollars         ,2021,12,20,1,0.011792536
SOM       ,KYRGYZ SOM                    ,2021,12,19,84.7994,1
SOM       ,Kyrgyz Soms                   ,2021,12,19,84.7994,1
RR        ,RUSSIAN RUBLES                ,2021,12,19,74.171,0.874664208
USD       ,UNITED STATES DOLLAR          ,2021,12,19,1,0.011792536
USD       ,United States Dollars         ,2021,12,19,1,0.011792536
SOM       ,KYRGYZ SOM                    ,2021,12,19,84.7994,1
SOM       ,Kyrgyz Soms                   ,2021,12,19,84.7994,1
AUD       ,Australia Dollars             ,2021,12,19,1.4033,0.011792536
CHF       ,Switzerland Francs            ,2021,12,19,0.9242,0.010898662
CND       ,CANADIAN DOLLAR               ,2021,12,19,1.2895,0.015206476
CND       ,Canadian Dollars              ,2021,12,19,1.2895,0.015206476
EU        ,EURO                          ,2021,12,19,0.8896,0.104906403
GBP       ,BRITISH POUND                 ,2021,12,19,0.7549,0.008902186
KZT       ,KAZAKHSTAN TENGE              ,2021,12,19,437.96,5.164659184
AUD       ,Australia Dollars             ,2021,12,19,1.4033,0.011792536
USD       ,UNITED STATES DOLLAR          ,2021,12,19,1,0.011792536
USD       ,United States Dollars         ,2021,12,19,1,0.011792536
CHF       ,Switzerland Francs            ,2021,12,19,0.9242,0.010898662
RR        ,RUSSIAN RUBLES                ,2021,12,19,74.171,0.874664208
CND       ,CANADIAN DOLLAR               ,2021,12,19,1.2895,0.015206476
CND       ,Canadian Dollars              ,2021,12,19,1.2895,0.015206476
EU        ,EURO                          ,2021,12,19,0.8896,0.104906403
GBP       ,BRITISH POUND                 ,2021,12,19,0.7549,0.008902186
KZT       ,KAZAKHSTAN TENGE              ,2021,12,19,437.96,5.164659184
KZT       ,KAZAKHSTAN TENGE              ,2021,12,18,437.98,5.164895035
GBP       ,BRITISH POUND                 ,2021,12,18,0.7556,0.00891044
EU        ,EURO                          ,2021,12,18,0.8898,0.010492999
RR        ,RUSSIAN RUBLES                ,2021,12,18,74.174,0.874699585
CND       ,CANADIAN DOLLAR               ,2021,12,18,1.2891,0.015201759
CND       ,Canadian Dollars              ,2021,12,18,1.2891,0.015201759
CHF       ,Switzerland Francs            ,2021,12,18,0.9244,0.010901021
AUD       ,Australia Dollars             ,2021,12,18,1.3976,0.016481249
USD       ,UNITED STATES DOLLAR          ,2021,12,18,1,0.011792536
USD       ,United States Dollars         ,2021,12,18,1,0.011792536
RR        ,RUSSIAN RUBLES                ,2021,12,18,74.174,0.874699585
KZT       ,KAZAKHSTAN TENGE              ,2021,12,18,437.98,5.164895035
GBP       ,BRITISH POUND                 ,2021,12,18,0.7556,0.00891044
EU        ,EURO                          ,2021,12,18,0.8898,0.010492999
CND       ,CANADIAN DOLLAR               ,2021,12,18,1.2891,0.015201759
CND       ,Canadian Dollars              ,2021,12,18,1.2891,0.015201759
CHF       ,Switzerland Francs            ,2021,12,18,0.9244,0.010901021
AUD       ,Australia Dollars             ,2021,12,18,1.3976,0.016481249
USD       ,UNITED STATES DOLLAR          ,2021,12,18,1,0.011792536
USD       ,United States Dollars         ,2021,12,18,1,0.011792536
SOM       ,KYRGYZ SOM                    ,2021,12,18,84.7994,1
SOM       ,Kyrgyz Soms                   ,2021,12,18,84.7994,1
SOM       ,KYRGYZ SOM                    ,2021,12,18,84.7994,1
SOM       ,Kyrgyz Soms                   ,2021,12,18,84.7994,1
SOM       ,KYRGYZ SOM                    ,2021,12,17,84.7895,1
SOM       ,Kyrgyz Soms                   ,2021,12,17,84.7895,1
USD       ,UNITED STATES DOLLAR          ,2021,12,17,1,0.011793913
USD       ,United States Dollars         ,2021,12,17,1,0.011793913
AUD       ,Australia Dollars             ,2021,12,17,1.3936,0.016435997
CHF       ,Switzerland Francs            ,2021,12,17,0.919,0.010838606
AUD       ,Australia Dollars             ,2021,12,17,1.3936,0.016435997
CND       ,CANADIAN DOLLAR               ,2021,12,17,1.278,0.015072621
CND       ,Canadian Dollars              ,2021,12,17,1.278,0.015072621
CHF       ,Switzerland Francs            ,2021,12,17,0.919,0.010838606
EU        ,EURO                          ,2021,12,17,0.8822,0.01040459
CND       ,CANADIAN DOLLAR               ,2021,12,17,1.278,0.015072621
CND       ,Canadian Dollars              ,2021,12,17,1.278,0.015072621
GBP       ,BRITISH POUND                 ,2021,12,17,0.75058,0.008852275
EU        ,EURO                          ,2021,12,17,0.8822,0.01040459
KZT       ,KAZAKHSTAN TENGE              ,2021,12,17,437.62,5.161252278
GBP       ,BRITISH POUND                 ,2021,12,17,0.75058,0.008852275
RR        ,RUSSIAN RUBLES                ,2021,12,17,73.797,0.87035541
KZT       ,KAZAKHSTAN TENGE              ,2021,12,17,437.62,5.161252278
SOM       ,KYRGYZ SOM                    ,2021,12,17,84.7895,1
SOM       ,Kyrgyz Soms                   ,2021,12,17,84.7895,1
RR        ,RUSSIAN RUBLES                ,2021,12,17,73.797,0.87035541
USD       ,UNITED STATES DOLLAR          ,2021,12,17,1,0.011793913
USD       ,United States Dollars         ,2021,12,17,1,0.011793913
SOM       ,KYRGYZ SOM                    ,2021,12,16,84.7931,1
SOM       ,Kyrgyz Soms                   ,2021,12,16,84.7931,1
USD       ,UNITED STATES DOLLAR          ,2021,12,16,1,0.011793412
USD       ,United States Dollars         ,2021,12,16,1,0.011793412
CND       ,CANADIAN DOLLAR               ,2021,12,16,1.2837,0.015139204
CND       ,Canadian Dollars              ,2021,12,16,1.2837,0.015139204
AUD       ,Australia Dollars             ,2021,12,16,1.3953,0.016455348
CHF       ,Switzerland Francs            ,2021,12,16,0.9246,0.010904189
CND       ,CANADIAN DOLLAR               ,2021,12,16,1.2837,0.015139204
CND       ,Canadian Dollars              ,2021,12,16,1.2837,0.015139204
AUD       ,Australia Dollars             ,2021,12,16,1.3953,0.016455348
EU        ,EURO                          ,2021,12,16,0.8857,0.010445425
GBP       ,BRITISH POUND                 ,2021,12,16,0.75398,0.008891997
USD       ,UNITED STATES DOLLAR          ,2021,12,16,1,0.011793412
USD       ,United States Dollars         ,2021,12,16,1,0.011793412
CHF       ,Switzerland Francs            ,2021,12,16,0.9246,0.010904189
EU        ,EURO                          ,2021,12,16,0.8857,0.010445425
KZT       ,KAZAKHSTAN TENGE              ,2021,12,16,438.04,5.165986383
RR        ,RUSSIAN RUBLES                ,2021,12,16,73.676,0.868891455
SOM       ,KYRGYZ SOM                    ,2021,12,16,84.7931,1
SOM       ,Kyrgyz Soms                   ,2021,12,16,84.7931,1
GBP       ,BRITISH POUND                 ,2021,12,16,0.75398,0.008891997
KZT       ,KAZAKHSTAN TENGE              ,2021,12,16,438.04,5.165986383
RR        ,RUSSIAN RUBLES                ,2021,12,16,73.676,0.868891455
SOM       ,KYRGYZ SOM                    ,2021,12,15,84.7972,1
SOM       ,Kyrgyz Soms                   ,2021,12,15,84.7972,1
USD       ,UNITED STATES DOLLAR          ,2021,12,15,1,0.011792842
USD       ,United States Dollars         ,2021,12,15,1,0.011792842
AUD       ,Australia Dollars             ,2021,12,15,1.4079,0.016603143
CHF       ,Switzerland Francs            ,2021,12,15,0.9242,0.010898945
AUD       ,Australia Dollars             ,2021,12,15,1.4079,0.016603143
CND       ,CANADIAN DOLLAR               ,2021,12,15,1.2868,0.015175029
CND       ,Canadian Dollars              ,2021,12,15,1.2868,0.015175029
CHF       ,Switzerland Francs            ,2021,12,15,0.9242,0.010898945
EU        ,EURO                          ,2021,12,15,0.8883,0.010475582
CND       ,CANADIAN DOLLAR               ,2021,12,15,1.2868,0.015175029
CND       ,Canadian Dollars              ,2021,12,15,1.2868,0.015175029
GBP       ,BRITISH POUND                 ,2021,12,15,0.75592,0.008914445
EU        ,EURO                          ,2021,12,15,0.8883,0.010475582
KZT       ,KAZAKHSTAN TENGE              ,2021,12,15,437.69,5.16160911
GBP       ,BRITISH POUND                 ,2021,12,15,0.75592,0.008914445
RR        ,RUSSIAN RUBLES                ,2021,12,15,73.828,0.870641955
KZT       ,KAZAKHSTAN TENGE              ,2021,12,15,437.69,5.16160911
SOM       ,KYRGYZ SOM                    ,2021,12,15,84.7972,1
SOM       ,Kyrgyz Soms                   ,2021,12,15,84.7972,1
RR        ,RUSSIAN RUBLES                ,2021,12,15,73.828,0.870641955
USD       ,UNITED STATES DOLLAR          ,2021,12,15,1,0.011792842
USD       ,United States Dollars         ,2021,12,15,1,0.011792842
SOM       ,KYRGYZ SOM                    ,2021,12,14,84.7991,1
SOM       ,Kyrgyz Soms                   ,2021,12,14,84.7991,1
USD       ,UNITED STATES DOLLAR          ,2021,12,14,1,0.011792578
USD       ,United States Dollars         ,2021,12,14,1,0.011792578
AUD       ,Australia Dollars             ,2021,12,14,1.4022,0.016535553
CHF       ,Switzerland Francs            ,2021,12,14,0.9225,0.010878653
AUD       ,Australia Dollars             ,2021,12,14,1.4022,0.016535553
CND       ,CANADIAN DOLLAR               ,2021,12,14,1.2809,0.015105113
CND       ,Canadian Dollars              ,2021,12,14,1.2809,0.015105113
CHF       ,Switzerland Francs            ,2021,12,14,0.9225,0.010878653
EU        ,EURO                          ,2021,12,14,0.8862,0.010450583
CND       ,CANADIAN DOLLAR               ,2021,12,14,1.2809,0.015105113
CND       ,Canadian Dollars              ,2021,12,14,1.2809,0.015105113
GBP       ,BRITISH POUND                 ,2021,12,14,0.7568,0.008924623
EU        ,EURO                          ,2021,12,14,0.8862,0.010450583
KZT       ,KAZAKHSTAN TENGE              ,2021,12,14,436.35,5.145691405
GBP       ,BRITISH POUND                 ,2021,12,14,0.7568,0.008924623
RR        ,RUSSIAN RUBLES                ,2021,12,14,73.523,0.867025711
KZT       ,KAZAKHSTAN TENGE              ,2021,12,14,436.35,5.145691405
SOM       ,KYRGYZ SOM                    ,2021,12,14,84.7991,1
SOM       ,Kyrgyz Soms                   ,2021,12,14,84.7991,1
RR        ,RUSSIAN RUBLES                ,2021,12,14,73.523,0.867025711
USD       ,UNITED STATES DOLLAR          ,2021,12,14,1,0.011792578
USD       ,United States Dollars         ,2021,12,14,1,0.011792578
AUD       ,Australia Dollars             ,2021,12,13,1.3956,0.016460731
AUD       ,Australia Dollars             ,2021,12,13,1.3956,0.016460731
CHF       ,Switzerland Francs            ,2021,12,13,0.9212,0.010865309
CND       ,CANADIAN DOLLAR               ,2021,12,13,1.2721,0.015004081
CND       ,Canadian Dollars              ,2021,12,13,1.2721,0.015004081
GBP       ,BRITISH POUND                 ,2021,12,13,0.7544,0.008897947
RR        ,RUSSIAN RUBLES                ,2021,12,13,73.433,0.866122694
KZT       ,KAZAKHSTAN TENGE              ,2021,12,13,434.23,5.121627296
SOM       ,KYRGYZ SOM                    ,2021,12,13,84.7836,1
SOM       ,Kyrgyz Soms                   ,2021,12,13,84.7836,1
CHF       ,Switzerland Francs            ,2021,12,13,0.9212,0.010865309
EU        ,EURO                          ,2021,12,13,0.8841,0.010427724
CND       ,CANADIAN DOLLAR               ,2021,12,13,1.2721,0.015004081
CND       ,Canadian Dollars              ,2021,12,13,1.2721,0.015004081
GBP       ,BRITISH POUND                 ,2021,12,13,0.7544,0.008897947
EU        ,EURO                          ,2021,12,13,0.8841,0.010427724
KZT       ,KAZAKHSTAN TENGE              ,2021,12,13,434.23,5.121627296
RR        ,RUSSIAN RUBLES                ,2021,12,13,73.433,0.866122694
USD       ,UNITED STATES DOLLAR          ,2021,12,13,1,0.011794734
USD       ,United States Dollars         ,2021,12,13,1,0.011794734
USD       ,UNITED STATES DOLLAR          ,2021,12,13,1,0.011794734
USD       ,United States Dollars         ,2021,12,13,1,0.011794734
SOM       ,KYRGYZ SOM                    ,2021,12,13,84.7836,1
SOM       ,Kyrgyz Soms                   ,2021,12,13,84.7836,1
AUD       ,Australia Dollars             ,2021,12,12,1.3941,0.016443039
SOM       ,KYRGYZ SOM                    ,2021,12,12,84.7836,1
SOM       ,Kyrgyz Soms                   ,2021,12,12,84.7836,1
USD       ,UNITED STATES DOLLAR          ,2021,12,12,1,0.011794734
USD       ,United States Dollars         ,2021,12,12,1,0.011794734
KZT       ,KAZAKHSTAN TENGE              ,2021,12,12,435.84,5.140616817
SOM       ,KYRGYZ SOM                    ,2021,12,12,84.7836,1
SOM       ,Kyrgyz Soms                   ,2021,12,12,84.7836,1
RR        ,RUSSIAN RUBLES                ,2021,12,12,73.454,0.866370383
USD       ,UNITED STATES DOLLAR          ,2021,12,12,1,0.011794734
USD       ,United States Dollars         ,2021,12,12,1,0.011794734
EU        ,EURO                          ,2021,12,12,0.8836,0.010421827
KZT       ,KAZAKHSTAN TENGE              ,2021,12,12,435.84,5.140616817
GBP       ,BRITISH POUND                 ,2021,12,12,0.7536,0.008888511
RR        ,RUSSIAN RUBLES                ,2021,12,12,73.454,0.866370383
CND       ,CANADIAN DOLLAR               ,2021,12,12,1.2726,0.015009978
CND       ,Canadian Dollars              ,2021,12,12,1.2726,0.015009978
GBP       ,BRITISH POUND                 ,2021,12,12,0.7536,0.008888511
CHF       ,Switzerland Francs            ,2021,12,12,0.9207,0.010859411
AUD       ,Australia Dollars             ,2021,12,12,1.3941,0.016443039
CHF       ,Switzerland Francs            ,2021,12,12,0.9207,0.010859411
CND       ,CANADIAN DOLLAR               ,2021,12,12,1.2726,0.015009978
CND       ,Canadian Dollars              ,2021,12,12,1.2726,0.015009978
EU        ,EURO                          ,2021,12,12,0.8836,0.010421827
CND       ,CANADIAN DOLLAR               ,2021,12,11,1.2724,0.015007619
CND       ,Canadian Dollars              ,2021,12,11,1.2724,0.015007619
GBP       ,BRITISH POUND                 ,2021,12,11,0.7536,0.008888511
EU        ,EURO                          ,2021,12,11,0.8836,0.010421827
KZT       ,KAZAKHSTAN TENGE              ,2021,12,11,435.84,5.140616817
GBP       ,BRITISH POUND                 ,2021,12,11,0.7536,0.008888511
RR        ,RUSSIAN RUBLES                ,2021,12,11,73.455,0.866382178
RR        ,RUSSIAN RUBLES                ,2021,12,11,73.455,0.866382178
USD       ,UNITED STATES DOLLAR          ,2021,12,11,1,0.011794734
USD       ,United States Dollars         ,2021,12,11,1,0.011794734
KZT       ,KAZAKHSTAN TENGE              ,2021,12,11,435.84,5.140616817
SOM       ,KYRGYZ SOM                    ,2021,12,11,84.7836,1
SOM       ,Kyrgyz Soms                   ,2021,12,11,84.7836,1
CHF       ,Switzerland Francs            ,2021,12,11,0.9206,0.010858232
AUD       ,Australia Dollars             ,2021,12,11,1.3943,0.016445397
CHF       ,Switzerland Francs            ,2021,12,11,0.9206,0.010858232
CND       ,CANADIAN DOLLAR               ,2021,12,11,1.2724,0.015007619
CND       ,Canadian Dollars              ,2021,12,11,1.2724,0.015007619
EU        ,EURO                          ,2021,12,11,0.8836,0.010421827
USD       ,UNITED STATES DOLLAR          ,2021,12,11,1,0.011794734
USD       ,United States Dollars         ,2021,12,11,1,0.011794734
SOM       ,KYRGYZ SOM                    ,2021,12,11,84.7836,1
SOM       ,Kyrgyz Soms                   ,2021,12,11,84.7836,1
AUD       ,Australia Dollars             ,2021,12,11,1.3943,0.016445397
SOM       ,KYRGYZ SOM                    ,2021,12,10,84.7914,1
SOM       ,Kyrgyz Soms                   ,2021,12,10,84.7914,1
USD       ,UNITED STATES DOLLAR          ,2021,12,10,1,0.011793649
USD       ,United States Dollars         ,2021,12,10,1,0.011793649
AUD       ,Australia Dollars             ,2021,12,10,1.3995,0.016505212
CHF       ,Switzerland Francs            ,2021,12,10,0.9238,0.010894973
AUD       ,Australia Dollars             ,2021,12,10,1.3995,0.016505212
CND       ,CANADIAN DOLLAR               ,2021,12,10,1.2709,0.014988548
CND       ,Canadian Dollars              ,2021,12,10,1.2709,0.014988548
CHF       ,Switzerland Francs            ,2021,12,10,0.9238,0.010894973
EU        ,EURO                          ,2021,12,10,0.8855,0.010443276
CND       ,CANADIAN DOLLAR               ,2021,12,10,1.2709,0.014988548
CND       ,Canadian Dollars              ,2021,12,10,1.2709,0.014988548
GBP       ,BRITISH POUND                 ,2021,12,10,0.7563,0.008919537
EU        ,EURO                          ,2021,12,10,0.8855,0.010443276
KZT       ,KAZAKHSTAN TENGE              ,2021,12,10,436.93,5.152999007
GBP       ,BRITISH POUND                 ,2021,12,10,0.7563,0.008919537
